ssn,age,education,marital-status,relationship,sex,income
720-02-4569,50,HS-grad,Married-civ-spouse,Own-child,Female,<=50K
338-48-2800,97,10th,Widowed,Not-in-family,Male,<=50K
950-73-7099,96,Doctorate,Never-married,Not-in-family,Male,<=50K
790-69-4102,96,5th-6th,Divorced,Own-child,Female,>50K
348-24-9385,87,Prof-school,Divorced,Husband,Male,<=50K
236-54-7911,69,Prof-school,Widowed,Husband,Female,>50K
007-73-9557,81,12th,Married-AF-spouse,Not-in-family,Female,<=50K
690-11-0564,99,11th,Married-spouse-absent,Wife,Female,>50K
863-26-7812,100,Assoc-voc,Married-spouse-absent,Unmarried,Female,<=50K
165-04-9139,0,Bachelors,Married-AF-spouse,Wife,Male,<=50K
618-76-5355,28,Assoc-acdm,Married-civ-spouse,Not-in-family,Female,>50K
489-64-9876,44,10th,Never-married,Not-in-family,Female,<=50K
615-69-4102,65,9th,Married-AF-spouse,Other-relative,Female,>50K
275-36-8550,48,10th,Never-married,Husband,Female,<=50K
225-82-9238,62,Bachelors,Divorced,Unmarried,Female,<=50K
498-40-2947,68,Doctorate,Married-spouse-absent,Wife,Male,>50K
548-28-0097,36,Assoc-acdm,Married-spouse-absent,Own-child,Male,<=50K
265-20-2702,94,11th,Widowed,Unmarried,Male,<=50K
650-49-1399,0,5th-6th,Divorced,Unmarried,Male,>50K
108-84-5208,53,Assoc-acdm,Married-AF-spouse,Wife,Male,<=50K
694-10-3193,42,Assoc-acdm,Separated,Wife,Female,<=50K
696-56-0195,21,Some-college,Separated,Other-relative,Male,<=50K
897-38-9433,18,10th,Separated,Other-relative,Male,>50K
118-48-8943,43,Assoc-voc,Married-spouse-absent,Other-relative,Female,>50K
271-46-8058,97,Masters,Widowed,Unmarried,Male,<=50K
434-33-6608,0,Some-college,Married-civ-spouse,Not-in-family,Male,>50K
840-84-7665,46,Preschool,Never-married,Unmarried,Female,>50K
597-88-0834,71,Some-college,Widowed,Husband,Female,<=50K
633-29-2382,44,7th-8th,Divorced,Unmarried,Female,<=50K
137-62-2849,78,Assoc-acdm,Separated,Own-child,Male,<=50K
106-51-1056,34,HS-grad,Never-married,Wife,Female,>50K
338-78-9925,88,7th-8th,Never-married,Own-child,Male,>50K
663-26-7812,62,11th,Divorced,Not-in-family,Female,>50K
785-07-3709,67,Assoc-acdm,Married-civ-spouse,Own-child,Female,>50K
451-50-4913,63,5th-6th,Divorced,Not-in-family,Female,<=50K
966-76-9040,67,Doctorate,Married-civ-spouse,Unmarried,Male,<=50K
197-23-5872,11,Doctorate,Married-civ-spouse,Not-in-family,Female,<=50K
780-98-8942,40,12th,Widowed,Not-in-family,Male,<=50K
101-84-2751,35,Assoc-voc,Divorced,Unmarried,Female,<=50K
606-01-9655,66,Assoc-voc,Married-spouse-absent,Own-child,Male,>50K
691-64-6190,100,11th,Separated,Not-in-family,Male,<=50K
577-42-6289,77,HS-grad,Widowed,Not-in-family,Female,>50K
962-96-0686,13,Doctorate,Married-spouse-absent,Other-relative,Female,>50K
959-45-9458,97,Bachelors,Married-AF-spouse,Other-relative,Female,>50K
492-35-2579,46,10th,Married-spouse-absent,Not-in-family,Male,<=50K
346-92-8746,66,Assoc-acdm,Never-married,Wife,Female,<=50K
714-46-5601,92,Doctorate,Separated,Not-in-family,Female,<=50K
701-13-6362,44,Some-college,Divorced,Other-relative,Female,<=50K
998-21-8672,16,Bachelors,Separated,Wife,Female,>50K
333-04-6682,33,Preschool,Separated,Own-child,Female,<=50K
218-18-1817,48,12th,Married-civ-spouse,Other-relative,Male,>50K
344-04-1768,56,Preschool,Widowed,Other-relative,Female,>50K
776-41-2775,83,Assoc-acdm,Married-civ-spouse,Husband,Female,<=50K
053-47-0515,54,11th,Widowed,Not-in-family,Male,<=50K
159-36-7321,67,12th,Separated,Not-in-family,Male,>50K
340-54-0540,86,1st-4th,Separated,Other-relative,Female,>50K
631-51-1055,84,9th,Married-AF-spouse,Unmarried,Female,<=50K
436-60-9336,70,Doctorate,Married-AF-spouse,Husband,Female,<=50K
010-28-8697,12,Assoc-voc,Separated,Own-child,Male,<=50K
364-00-4913,51,Assoc-acdm,Never-married,Wife,Female,<=50K
495-17-8132,36,9th,Married-civ-spouse,Not-in-family,Male,<=50K
293-85-7493,89,Preschool,Never-married,Unmarried,Female,<=50K
380-25-1842,40,Assoc-voc,Widowed,Own-child,Female,>50K
933-26-1669,70,HS-grad,Never-married,Husband,Male,<=50K
397-57-3709,24,Prof-school,Married-AF-spouse,Unmarried,Male,<=50K
597-54-2996,55,HS-grad,Married-spouse-absent,Wife,Male,>50K
414-77-2726,41,HS-grad,Never-married,Other-relative,Male,<=50K
095-27-0270,59,Assoc-acdm,Divorced,Not-in-family,Male,<=50K
840-90-9090,6,Masters,Never-married,Other-relative,Female,<=50K
964-52-7026,46,10th,Never-married,Unmarried,Male,<=50K
251-96-5601,65,12th,Married-civ-spouse,Own-child,Female,<=50K
897-08-2308,93,HS-grad,Married-AF-spouse,Own-child,Male,>50K
382-37-1006,68,Doctorate,Separated,Not-in-family,Female,>50K
995-76-1669,25,Assoc-voc,Divorced,Wife,Female,<=50K
928-50-1227,40,Assoc-voc,Married-civ-spouse,Unmarried,Female,<=50K
935-22-7271,27,Prof-school,Married-spouse-absent,Husband,Male,<=50K
472-08-2309,80,1st-4th,Widowed,Not-in-family,Female,>50K
747-63-5134,75,Prof-school,Married-civ-spouse,Other-relative,Female,<=50K
765-90-9090,81,10th,Divorced,Other-relative,Male,>50K
370-51-5970,56,Prof-school,Married-spouse-absent,Not-in-family,Male,>50K
012-77-6412,78,HS-grad,Married-AF-spouse,Wife,Male,>50K
932-67-8131,56,Bachelors,Widowed,Unmarried,Female,>50K
701-96-5601,17,7th-8th,Separated,Other-relative,Male,<=50K
842-44-4716,42,Assoc-voc,Married-spouse-absent,Not-in-family,Male,<=50K
136-39-4348,32,7th-8th,Separated,Unmarried,Male,<=50K
729-36-1178,77,11th,Separated,Other-relative,Male,<=50K
047-72-7272,8,7th-8th,Married-civ-spouse,Wife,Male,>50K
229-88-3292,30,Masters,Never-married,Husband,Female,>50K
727-42-6289,80,Assoc-acdm,Married-civ-spouse,Not-in-family,Male,<=50K
729-79-1154,65,HS-grad,Married-spouse-absent,Other-relative,Male,<=50K
007-06-3882,51,Masters,Married-spouse-absent,Own-child,Male,<=50K
847-14-3733,94,Doctorate,Married-civ-spouse,Unmarried,Male,>50K
909-88-9433,0,Preschool,Married-spouse-absent,Not-in-family,Female,<=50K
488-02-2112,70,Doctorate,Divorced,Wife,Male,<=50K
773-34-1522,52,Prof-school,Widowed,Other-relative,Male,<=50K
322-08-2309,84,7th-8th,Never-married,Unmarried,Male,>50K
026-56-6339,43,10th,Separated,Own-child,Male,>50K
162-19-2874,88,Some-college,Separated,Husband,Female,>50K
742-32-1866,99,11th,Never-married,Own-child,Male,<=50K
578-31-6952,54,5th-6th,Never-married,Unmarried,Female,>50K
792-07-6166,18,HS-grad,Married-civ-spouse,Not-in-family,Female,>50K
869-04-1768,30,Bachelors,Widowed,Unmarried,Male,>50K
296-19-1645,6,Some-college,Married-AF-spouse,Unmarried,Female,<=50K
876-07-4937,97,5th-6th,Separated,Not-in-family,Female,<=50K
655-68-1817,86,10th,Married-spouse-absent,Wife,Male,>50K
108-69-1646,63,Assoc-voc,Never-married,Husband,Male,>50K
804-91-4004,92,1st-4th,Married-spouse-absent,Unmarried,Female,<=50K
542-50-6141,88,Prof-school,Separated,Other-relative,Female,>50K
397-32-8009,20,Assoc-voc,Married-civ-spouse,Not-in-family,Male,>50K
294-37-9606,29,9th,Married-AF-spouse,Unmarried,Female,>50K
062-99-1400,2,11th,Married-AF-spouse,Not-in-family,Female,<=50K
190-29-4840,86,10th,Separated,Unmarried,Male,>50K
023-31-0810,65,5th-6th,Widowed,Own-child,Female,<=50K
407-64-7419,68,5th-6th,Never-married,Not-in-family,Male,<=50K
314-34-2751,58,Some-college,Married-civ-spouse,Husband,Male,>50K
995-51-5969,45,Doctorate,Widowed,Other-relative,Female,>50K
764-34-2751,52,Some-college,Widowed,Other-relative,Male,<=50K
940-63-2677,55,Doctorate,Separated,Other-relative,Male,<=50K
050-89-0663,4,Masters,Married-spouse-absent,Not-in-family,Male,>50K
094-74-8157,85,10th,Married-AF-spouse,Not-in-family,Male,>50K
019-56-3882,44,Prof-school,Separated,Wife,Male,<=50K
242-56-7567,49,1st-4th,Divorced,Own-child,Male,<=50K
690-29-4839,49,9th,Married-AF-spouse,Own-child,Female,>50K
242-81-3267,55,10th,Divorced,Wife,Female,>50K
281-78-7469,79,1st-4th,Married-civ-spouse,Own-child,Male,<=50K
948-12-6534,8,1st-4th,Separated,Own-child,Female,>50K
604-72-9729,28,1st-4th,Married-AF-spouse,Unmarried,Female,>50K
160-07-3709,68,12th,Never-married,Other-relative,Male,>50K
096-83-6609,33,Preschool,Married-spouse-absent,Own-child,Female,<=50K
274-10-9336,36,Assoc-acdm,Married-AF-spouse,Not-in-family,Female,<=50K
765-54-0539,66,11th,Never-married,Wife,Male,<=50K
293-02-8255,92,1st-4th,Married-civ-spouse,Husband,Female,<=50K
502-24-2014,49,Some-college,Married-AF-spouse,Unmarried,Female,<=50K
928-25-5527,47,Assoc-acdm,Divorced,Other-relative,Female,<=50K
673-18-7960,63,12th,Married-spouse-absent,Not-in-family,Male,>50K
931-75-6755,64,Assoc-acdm,Divorced,Husband,Female,<=50K
568-08-9680,30,Assoc-voc,Widowed,Husband,Female,>50K
767-87-4692,5,5th-6th,Married-civ-spouse,Unmarried,Male,>50K
223-49-5085,17,Bachelors,Married-spouse-absent,Unmarried,Female,>50K
723-00-3684,21,Doctorate,Divorced,Not-in-family,Male,<=50K
495-27-0269,96,Masters,Married-spouse-absent,Other-relative,Female,<=50K
245-57-7395,67,5th-6th,Widowed,Not-in-family,Female,<=50K
299-35-5036,48,Assoc-acdm,Divorced,Unmarried,Female,<=50K
644-90-1719,70,1st-4th,Divorced,Wife,Male,<=50K
256-72-6043,25,Bachelors,Widowed,Not-in-family,Female,<=50K
036-54-7911,46,9th,Widowed,Own-child,Female,<=50K
865-47-9114,46,Preschool,Separated,Wife,Male,<=50K
939-12-7763,5,10th,Married-spouse-absent,Not-in-family,Male,>50K
096-56-0196,100,11th,Never-married,Husband,Male,>50K
545-54-6682,39,10th,Divorced,Other-relative,Female,>50K
046-95-9459,64,10th,Widowed,Wife,Female,<=50K
811-54-7910,29,Assoc-voc,Married-spouse-absent,Not-in-family,Male,<=50K
120-11-6707,56,Assoc-voc,Divorced,Other-relative,Female,<=50K
086-57-8623,81,Bachelors,Married-spouse-absent,Wife,Male,>50K
115-93-9803,74,Prof-school,Separated,Wife,Male,<=50K
621-71-3758,17,Preschool,Separated,Own-child,Female,>50K
558-99-8770,2,Doctorate,Separated,Wife,Male,<=50K
077-57-9852,26,12th,Separated,Other-relative,Female,<=50K
980-43-6116,51,10th,Married-civ-spouse,Husband,Male,<=50K
483-04-6682,44,Bachelors,Married-civ-spouse,Own-child,Female,>50K
154-79-1154,68,11th,Widowed,Wife,Female,>50K
179-08-4766,88,7th-8th,Divorced,Other-relative,Female,<=50K
123-28-0098,77,Some-college,Never-married,Not-in-family,Female,<=50K
444-37-9606,3,Preschool,Never-married,Other-relative,Female,<=50K
377-39-5577,98,Doctorate,Married-civ-spouse,Not-in-family,Male,>50K
336-60-9336,4,10th,Separated,Husband,Female,<=50K
834-06-0195,46,Some-college,Married-AF-spouse,Own-child,Female,<=50K
388-54-4225,75,Bachelors,Married-civ-spouse,Other-relative,Female,>50K
065-23-3415,58,HS-grad,Widowed,Husband,Female,<=50K
121-28-3783,86,Assoc-acdm,Separated,Not-in-family,Male,>50K
597-75-7984,8,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
534-27-5183,86,Assoc-acdm,Married-civ-spouse,Other-relative,Female,>50K
752-18-0588,14,Prof-school,Divorced,Unmarried,Male,<=50K
057-98-5257,13,Assoc-acdm,Divorced,Own-child,Female,<=50K
415-50-9827,9,Bachelors,Married-AF-spouse,Other-relative,Female,>50K
385-84-1522,81,7th-8th,Never-married,Other-relative,Male,>50K
114-06-6338,50,1st-4th,Married-AF-spouse,Own-child,Female,>50K
779-23-8328,8,1st-4th,Separated,Unmarried,Male,>50K
345-82-3095,89,Preschool,Separated,Not-in-family,Female,<=50K
539-77-2726,73,10th,Never-married,Own-child,Female,>50K
