ssn,age,education,marital-status,relationship,sex,income
841-65-1498,40,,Married-civ-spouse,Husband,Male,<=50K
931-00-1834,,,,Husband,Male,
374-49-3810,18,11th,Never-married,Own-child,,<=50K
502-12-5609,31,7th-8th,,Husband,Male,
345-33-8519,18,,Never-married,Not-in-family,,<=50K
205-18-8520,52,Bachelors,Married-civ-spouse,,Male,<=50K
850-64-3066,46,HS-grad,,Wife,,
804-58-1474,59,HS-grad,Married-civ-spouse,Husband,,
600-49-4432,44,,Divorced,Not-in-family,Female,>50K
781-51-0297,53,HS-grad,,Own-child,Female,<=50K
411-75-2281,49,HS-grad,Married-civ-spouse,Husband,Male,>50K
817-12-6595,,,Married-civ-spouse,,Male,<=50K
203-43-8664,30,9th,Never-married,Not-in-family,Male,
948-85-0364,43,Doctorate,Never-married,,,
443-76-1184,57,Assoc-voc,Married-civ-spouse,Husband,,<=50K
963-92-6046,37,Some-college,Divorced,Unmarried,,<=50K
934-20-5416,28,,Divorced,Unmarried,,<=50K
289-63-9259,30,HS-grad,Married-civ-spouse,Wife,Female,<=50K
716-41-5657,,Bachelors,Married-civ-spouse,,Male,>50K
852-66-2130,29,,Never-married,Not-in-family,,
305-46-8725,48,Doctorate,,,Male,>50K
557-95-9473,37,Some-college,,Husband,,>50K
647-36-3650,48,,,Unmarried,,<=50K
271-95-2254,32,HS-grad,Never-married,Own-child,,<=50K
327-54-3830,76,Masters,Married-civ-spouse,Husband,Male,
734-64-1079,,,Married-civ-spouse,Husband,Male,>50K
835-62-1226,47,Masters,Never-married,Not-in-family,,
213-37-2462,,Some-college,Never-married,Own-child,,<=50K
418-77-8626,29,HS-grad,Never-married,Not-in-family,,<=50K
684-00-2941,32,HS-grad,Married-civ-spouse,Husband,,
407-84-8756,17,10th,Never-married,,,
657-02-8239,,11th,Never-married,,Male,<=50K
629-94-5853,31,HS-grad,,Not-in-family,,<=50K
881-33-2846,42,HS-grad,Married-civ-spouse,Husband,,
411-96-7648,,Bachelors,,Other-relative,,
963-09-1499,38,Prof-school,,Husband,,
473-15-8763,,HS-grad,,Husband,Male,>50K
829-26-7903,28,Some-college,Married-civ-spouse,Wife,,<=50K
940-07-4164,36,HS-grad,Never-married,Own-child,Female,<=50K
823-82-9889,53,,Married-civ-spouse,Husband,Male,
256-06-8946,56,,Married-civ-spouse,,,<=50K
763-17-7191,,,Married-civ-spouse,Husband,Male,
144-83-1952,,Some-college,,,,
201-33-8837,22,,Never-married,Not-in-family,Male,
591-34-1340,21,Some-college,Never-married,Own-child,,<=50K
372-20-5537,40,Bachelors,Married-civ-spouse,Husband,Male,<=50K
862-97-2820,30,Bachelors,Never-married,Own-child,,<=50K
813-51-9199,29,Bachelors,Married-civ-spouse,Husband,Male,>50K
930-46-3416,19,Some-college,Never-married,Own-child,Male,
968-39-4909,47,Bachelors,,Wife,Female,>50K
138-47-8629,20,Some-college,Never-married,,Female,<=50K
827-30-2680,31,,Married-civ-spouse,Husband,Male,
943-41-2350,35,HS-grad,Married-civ-spouse,Husband,Male,
877-48-3163,39,,,Not-in-family,,
507-45-5939,28,,Never-married,Not-in-family,Female,<=50K
920-93-3432,24,HS-grad,Never-married,Not-in-family,Female,
404-56-4411,38,HS-grad,Married-civ-spouse,,,
676-57-2783,,Bachelors,Married-civ-spouse,,,
966-10-6635,46,Assoc-acdm,Divorced,,,
147-41-6354,38,Masters,,,,
373-60-5422,43,,Married-civ-spouse,Husband,Male,<=50K
616-91-6157,,Assoc-voc,,Wife,,<=50K
796-63-9820,20,Some-college,Never-married,Own-child,,
452-29-5097,49,Some-college,Married-civ-spouse,Husband,Male,
352-14-9496,61,HS-grad,Married-civ-spouse,,Male,
556-29-0380,27,Some-college,,,Female,<=50K
992-67-7525,19,,Never-married,Own-child,Male,
908-46-9074,45,Assoc-voc,Never-married,Not-in-family,,
844-34-3584,70,Some-college,Never-married,,,
274-29-4369,31,HS-grad,Never-married,Unmarried,,<=50K
704-54-3557,22,,,Husband,,<=50K
523-63-5376,36,,,,,<=50K
403-70-2944,64,11th,,Husband,,<=50K
288-80-4712,43,,Divorced,Not-in-family,,
733-24-1194,47,Some-college,Divorced,Unmarried,Female,<=50K
900-90-4312,34,HS-grad,Never-married,Not-in-family,Female,
844-42-4347,33,,Never-married,Other-relative,Female,<=50K
187-98-6091,21,,Never-married,Own-child,Male,<=50K
290-93-1460,52,HS-grad,,Not-in-family,,
887-98-2299,48,,Married-civ-spouse,Husband,Male,
807-83-8898,23,,Never-married,,,
564-95-8897,71,,Separated,Unmarried,,<=50K
764-57-7076,29,HS-grad,Divorced,,,<=50K
660-28-5663,42,,Separated,Other-relative,Male,<=50K
999-21-9294,,,Divorced,,Female,
384-02-3795,25,HS-grad,Never-married,,Female,
234-80-1467,44,Masters,Divorced,Unmarried,,
680-18-0179,,HS-grad,,Not-in-family,Female,<=50K
239-88-9509,45,,Married-civ-spouse,Husband,,>50K
612-79-7265,36,Some-college,,Unmarried,,<=50K
512-75-9349,39,Assoc-acdm,Never-married,Not-in-family,Male,<=50K
334-75-8621,46,Masters,Widowed,Unmarried,,<=50K
590-47-9872,18,,,Own-child,,<=50K
441-06-9098,66,,Widowed,Not-in-family,,<=50K
726-05-3325,27,,Never-married,Not-in-family,Male,<=50K
544-71-4410,28,HS-grad,,Husband,Male,<=50K
738-75-9971,51,Some-college,Married-civ-spouse,Husband,,>50K
331-28-5830,27,,,Not-in-family,,
957-92-2694,28,Bachelors,Married-civ-spouse,Husband,Male,
426-90-8725,27,HS-grad,Married-spouse-absent,Unmarried,,
988-31-6345,21,,Never-married,Own-child,,
219-53-7339,34,HS-grad,Never-married,,,
906-50-3851,18,HS-grad,Never-married,Own-child,,<=50K
594-43-7239,33,,Married-civ-spouse,Husband,Male,<=50K
168-19-9258,44,Some-college,,Husband,Male,
781-07-9563,43,Some-college,Divorced,Not-in-family,Female,
425-21-2711,30,Some-college,Never-married,Not-in-family,Male,<=50K
538-41-4929,40,7th-8th,Married-civ-spouse,Husband,,>50K
616-56-6186,,Some-college,Married-civ-spouse,,Male,>50K
330-42-4362,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
663-91-9979,41,Bachelors,Divorced,Not-in-family,,
205-00-0074,53,Bachelors,Divorced,Not-in-family,Female,
511-06-3334,31,,,Wife,,<=50K
747-91-3063,58,Doctorate,Married-civ-spouse,Husband,Male,>50K
751-84-3509,38,Some-college,,Not-in-family,Female,
520-27-0269,24,Some-college,Married-civ-spouse,Husband,,<=50K
232-00-1697,,,Married-civ-spouse,Husband,Male,<=50K
239-45-8775,47,Some-college,Married-civ-spouse,Husband,Male,<=50K
712-02-7556,,,Married-civ-spouse,Husband,,<=50K
597-69-4663,23,5th-6th,Married-civ-spouse,Other-relative,,
442-92-6637,36,Some-college,,Not-in-family,Male,
515-23-6068,,Masters,Never-married,Not-in-family,Female,>50K
483-71-1740,35,Masters,,Other-relative,Male,>50K
936-11-6797,24,,Never-married,Not-in-family,,<=50K
621-65-4228,26,Masters,,Not-in-family,Female,<=50K
995-98-8790,19,HS-grad,Never-married,,,<=50K
947-23-5112,51,Bachelors,Married-civ-spouse,Husband,Male,
272-22-1462,42,,,,Female,<=50K
195-06-6277,37,,Divorced,Unmarried,,
466-10-5498,18,,,,Female,<=50K
926-42-5287,36,Bachelors,Married-civ-spouse,Husband,,>50K
884-24-0299,35,HS-grad,,,Male,<=50K
236-90-1294,,,Married-civ-spouse,Wife,Female,>50K
927-20-5992,17,11th,,Own-child,Female,
563-77-4379,44,,Married-civ-spouse,,,<=50K
336-77-7685,37,HS-grad,,Husband,Male,>50K
433-50-4336,35,,Never-married,Not-in-family,,
181-28-2796,60,HS-grad,Married-civ-spouse,Husband,,<=50K
509-15-1953,54,7th-8th,Married-civ-spouse,Husband,Male,>50K
649-84-0369,37,,Never-married,Not-in-family,Male,>50K
149-51-6181,50,,,Not-in-family,,
795-99-3719,38,,Married-civ-spouse,Husband,Male,<=50K
298-60-3905,45,Bachelors,Married-civ-spouse,Husband,,<=50K
884-91-3321,25,10th,Never-married,,Male,<=50K
429-30-4682,,,Married-civ-spouse,Husband,,<=50K
637-59-1378,64,1st-4th,Divorced,Not-in-family,,<=50K
903-67-7160,90,HS-grad,Never-married,Not-in-family,Male,<=50K
508-29-0486,54,HS-grad,Married-civ-spouse,Husband,Male,<=50K
404-83-3620,53,Preschool,Never-married,Not-in-family,,
144-37-4297,18,,Never-married,Own-child,Female,<=50K
144-05-1247,60,10th,Divorced,Not-in-family,Female,<=50K
347-11-5296,66,HS-grad,Married-civ-spouse,Husband,Male,
498-84-1264,75,,,Not-in-family,Female,
490-87-2689,65,,Divorced,,Female,<=50K
545-97-9690,35,11th,Separated,Not-in-family,,
468-01-6879,41,HS-grad,Divorced,Unmarried,Female,
418-40-1733,25,Some-college,Never-married,Not-in-family,,<=50K
854-60-0432,33,Some-college,Divorced,Other-relative,,<=50K
612-77-0345,28,,Never-married,Not-in-family,,
786-30-2210,59,HS-grad,,Husband,Male,
395-78-8211,40,Some-college,,,,<=50K
273-67-5189,41,,Married-civ-spouse,,Male,
135-27-5046,38,Masters,Married-civ-spouse,Husband,Male,>50K
317-85-2320,23,,Never-married,Own-child,Male,
300-54-2207,40,Bachelors,Married-civ-spouse,Husband,,>50K
809-93-8725,,HS-grad,Married-civ-spouse,Wife,,<=50K
154-38-8857,,Assoc-acdm,Married-civ-spouse,Husband,,
585-39-1830,20,,Never-married,Own-child,Male,
492-38-0257,38,Some-college,Divorced,Not-in-family,,<=50K
970-65-6261,56,HS-grad,Married-civ-spouse,Husband,Male,
357-88-3640,58,,Married-civ-spouse,Husband,Male,>50K
415-27-8914,32,HS-grad,Never-married,,Female,
789-66-7317,40,,Married-civ-spouse,Husband,Male,>50K
681-33-7776,45,,Married-civ-spouse,,,
883-35-1911,41,,Married-civ-spouse,,,>50K
459-07-9153,42,Bachelors,Married-civ-spouse,,,
351-90-7209,59,,Widowed,Unmarried,,<=50K
457-70-6189,19,Some-college,Never-married,Own-child,Male,<=50K
188-55-1429,58,Some-college,Never-married,Not-in-family,Male,
748-47-8401,42,,Married-civ-spouse,,,
946-23-9041,20,HS-grad,Never-married,Own-child,,
705-27-0420,32,HS-grad,,Not-in-family,,<=50K
446-85-7083,45,Assoc-voc,Widowed,,Female,<=50K
608-46-3007,50,7th-8th,,Not-in-family,,
727-18-4001,36,Bachelors,Divorced,Own-child,Female,<=50K
434-44-6566,45,HS-grad,Married-civ-spouse,Husband,,
525-60-0599,17,11th,Never-married,Own-child,,
793-27-4713,59,,Married-civ-spouse,Husband,Male,<=50K
978-65-1756,,,Married-civ-spouse,,Male,
960-66-8622,37,Some-college,,Husband,Male,
930-22-1129,19,,Never-married,Own-child,Male,<=50K
844-82-8160,,,Married-civ-spouse,,,
512-57-0903,33,Bachelors,Never-married,Not-in-family,,
663-24-6958,33,HS-grad,Married-civ-spouse,,,>50K
745-70-5553,61,HS-grad,Married-civ-spouse,Husband,,
783-01-7865,17,9th,Never-married,Own-child,Male,<=50K
302-93-8164,50,Masters,Married-civ-spouse,Husband,,
267-56-4153,27,Masters,,,,<=50K
638-26-4399,30,HS-grad,,Own-child,Female,
798-17-4309,43,,,Husband,,<=50K
942-36-2437,,Some-college,Married-civ-spouse,Husband,Male,>50K
601-81-3554,35,,Never-married,Not-in-family,Female,
254-45-3695,25,Some-college,Never-married,Own-child,Female,
525-03-5261,24,Some-college,Married-civ-spouse,Wife,,>50K
909-03-4412,22,,Never-married,Not-in-family,,<=50K
220-53-3411,42,Some-college,Married-civ-spouse,,Male,>50K
665-85-8281,34,Assoc-acdm,Divorced,Unmarried,,
232-80-9323,60,Bachelors,Divorced,Not-in-family,,
431-18-9142,21,HS-grad,Never-married,Own-child,,
946-53-5170,57,,Married-civ-spouse,Husband,Male,
207-23-4506,41,Prof-school,Married-civ-spouse,Husband,,>50K
975-93-2749,50,Some-college,Divorced,Not-in-family,Male,<=50K
878-93-6890,25,Bachelors,,Not-in-family,,
861-84-2144,50,7th-8th,Married-civ-spouse,Husband,Male,<=50K
911-34-9606,36,,Married-civ-spouse,Husband,Male,
750-52-4386,31,HS-grad,Divorced,Not-in-family,,
970-97-9311,29,Bachelors,Never-married,Not-in-family,,
868-59-9280,,Some-college,Never-married,,,<=50K
998-30-3984,27,Bachelors,,Unmarried,,
578-36-5485,65,HS-grad,,Husband,Male,
744-17-1063,37,,Divorced,Not-in-family,Female,<=50K
313-11-4249,39,Masters,Married-civ-spouse,Wife,,<=50K
622-70-4142,24,HS-grad,Never-married,Own-child,Male,<=50K
618-23-5279,38,,,Not-in-family,Male,
879-55-6070,48,Bachelors,Married-civ-spouse,Husband,,
912-64-1807,21,Some-college,Never-married,Not-in-family,,<=50K
540-48-7835,,,Married-civ-spouse,Husband,Male,>50K
767-40-3766,55,HS-grad,Married-civ-spouse,Husband,Male,>50K
229-95-5712,24,Some-college,Married-civ-spouse,Wife,Female,<=50K
735-98-7122,43,HS-grad,Divorced,Not-in-family,Female,<=50K
706-37-4176,26,,Never-married,Not-in-family,,
739-13-6863,46,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
545-87-2007,,,,Husband,,
763-71-5608,41,Some-college,Married-civ-spouse,,Male,
792-00-9432,26,Bachelors,Never-married,Not-in-family,,<=50K
766-43-4615,34,Masters,Married-civ-spouse,Husband,Male,>50K
520-59-3319,19,Some-college,Never-married,Own-child,Female,
311-92-9731,36,Bachelors,Divorced,Not-in-family,Female,
768-69-5967,22,,Never-married,,Male,
927-44-8280,24,,Never-married,,Male,<=50K
307-19-1660,77,Some-college,Married-civ-spouse,Husband,Male,<=50K
283-25-9015,22,5th-6th,,Other-relative,Female,
357-53-3668,29,Some-college,Never-married,,Female,<=50K
330-37-0520,62,,Widowed,Not-in-family,Female,<=50K
519-48-9564,39,HS-grad,Married-civ-spouse,Husband,Male,
349-51-1252,43,Some-college,,Husband,,
200-66-5816,35,HS-grad,Divorced,Not-in-family,Male,
405-93-7375,29,11th,Never-married,,,
450-03-3744,76,Masters,Married-civ-spouse,Husband,Male,
924-94-4640,63,,,Husband,,
966-77-9657,23,Assoc-voc,Never-married,Own-child,Female,<=50K
284-33-5849,43,Some-college,Married-civ-spouse,Wife,Female,
156-86-5576,58,HS-grad,Married-civ-spouse,Husband,Male,<=50K
763-36-5637,66,,,Not-in-family,,<=50K
329-45-5211,41,,Never-married,Not-in-family,,<=50K
580-59-9917,26,Bachelors,Never-married,,,
834-49-0550,47,Assoc-voc,Never-married,Not-in-family,Male,<=50K
913-90-7087,55,10th,Married-civ-spouse,Husband,,
815-72-6710,53,,Married-civ-spouse,Husband,Male,
933-85-5445,17,,Never-married,Other-relative,Male,<=50K
333-38-5657,30,,Never-married,Other-relative,,<=50K
578-55-3931,49,,Never-married,Not-in-family,Male,<=50K
181-20-2034,19,HS-grad,,,Male,<=50K
285-08-9633,45,,Married-civ-spouse,,Male,
635-92-2284,26,Assoc-acdm,,Not-in-family,,
884-69-7954,38,,Married-civ-spouse,Husband,Male,
465-67-4764,36,HS-grad,Married-civ-spouse,Husband,,>50K
458-29-8448,33,HS-grad,Never-married,Not-in-family,Male,<=50K
260-08-0154,22,Some-college,,,Female,<=50K
680-71-8596,43,,Never-married,Not-in-family,,
349-37-6648,67,11th,Married-civ-spouse,Husband,Male,
795-10-5331,30,Assoc-voc,Divorced,Unmarried,,<=50K
609-75-5208,56,Assoc-acdm,Married-spouse-absent,,Male,
784-25-6224,31,Bachelors,Never-married,Own-child,Male,<=50K
151-61-6008,33,Bachelors,,Husband,Male,>50K
842-37-8362,26,HS-grad,Married-civ-spouse,Husband,Male,
932-07-8668,33,,,Husband,Male,>50K
868-06-0862,46,11th,Married-civ-spouse,Husband,,
749-90-5207,59,,Married-civ-spouse,,,>50K
169-06-0726,38,HS-grad,,,,>50K
810-12-7171,65,,Widowed,Unmarried,Male,<=50K
923-24-8626,40,Assoc-voc,Married-civ-spouse,Husband,Male,
137-48-2557,42,HS-grad,,Wife,Female,
644-94-0773,26,9th,,Husband,,
549-85-6294,36,10th,Married-civ-spouse,Wife,Female,
533-89-2224,62,,,Husband,Male,
549-91-0136,43,,Married-civ-spouse,Husband,Male,<=50K
356-26-8388,43,Bachelors,,Not-in-family,Male,>50K
612-12-4244,22,HS-grad,Married-spouse-absent,Not-in-family,Male,<=50K
802-26-6280,28,,Married-civ-spouse,,Male,<=50K
726-91-4792,56,,Married-civ-spouse,Husband,,<=50K
839-01-3254,22,,,Not-in-family,Female,<=50K
453-15-6564,,Bachelors,,,Female,
797-44-7446,39,,Divorced,Unmarried,Female,<=50K
801-62-0179,26,,Never-married,,,<=50K
297-36-5546,17,11th,Never-married,Own-child,Male,<=50K
351-79-9525,40,Assoc-voc,Married-civ-spouse,Husband,Male,
971-78-6937,45,,Married-civ-spouse,Husband,Male,<=50K
481-53-1151,44,HS-grad,Never-married,,Male,<=50K
249-87-7148,20,,Never-married,Own-child,,
979-54-0145,33,,Married-civ-spouse,,Female,
356-72-6043,23,,Never-married,Not-in-family,Male,
848-62-4001,,Masters,Divorced,Not-in-family,,<=50K
762-90-7982,38,HS-grad,Married-civ-spouse,Husband,Male,<=50K
851-36-9929,54,HS-grad,Divorced,Not-in-family,Male,<=50K
781-34-8771,46,5th-6th,Divorced,Not-in-family,Female,<=50K
886-79-7781,25,Some-college,,,Male,<=50K
731-30-2892,46,Some-college,Divorced,Not-in-family,,<=50K
396-89-1966,36,,Married-civ-spouse,Wife,,<=50K
633-28-4040,23,,Never-married,Not-in-family,,
964-97-5959,29,,,Not-in-family,,<=50K
702-36-2967,44,Some-college,Married-civ-spouse,,Female,
199-91-2032,19,Some-college,,Own-child,,
877-16-0113,19,,,Other-relative,Female,
211-03-0347,35,HS-grad,Married-civ-spouse,,Female,>50K
457-84-0794,27,Bachelors,,,Male,<=50K
351-39-5712,46,Assoc-acdm,Separated,Not-in-family,,
634-54-9320,34,Bachelors,,Husband,,
426-37-0308,34,HS-grad,Never-married,Not-in-family,,<=50K
746-67-4703,44,,Married-civ-spouse,,Male,<=50K
620-09-2819,45,,Divorced,Unmarried,,
672-77-6942,20,HS-grad,Never-married,Other-relative,Female,
880-06-7566,,Bachelors,Married-civ-spouse,Husband,Male,>50K
287-75-4799,52,,Married-civ-spouse,Husband,Male,>50K
694-44-8235,20,,Never-married,Own-child,Male,<=50K
193-55-8709,28,Some-college,Never-married,Not-in-family,Female,
564-66-2767,50,Bachelors,,Husband,,>50K
796-72-0583,34,,Divorced,Not-in-family,Female,<=50K
144-88-5793,28,,Married-civ-spouse,Husband,,
860-98-0676,41,,Married-civ-spouse,Husband,,
341-11-1944,28,HS-grad,Married-civ-spouse,,Male,
602-91-7310,46,HS-grad,Married-civ-spouse,Husband,Male,<=50K
404-64-5174,28,,Married-civ-spouse,,,
951-05-7875,32,Some-college,Married-civ-spouse,,Male,
318-20-2292,41,,,Not-in-family,Female,<=50K
668-38-8842,24,HS-grad,Never-married,Unmarried,Female,
237-08-9740,33,Some-college,,Unmarried,,
971-30-2361,46,Doctorate,Married-civ-spouse,Husband,Male,
531-71-1634,31,,Married-civ-spouse,,,
245-21-9839,35,12th,,,,>50K
248-45-0343,52,1st-4th,Married-civ-spouse,Husband,Male,
930-59-8021,,11th,Never-married,Own-child,Female,
138-10-1736,34,11th,Separated,Not-in-family,Male,
842-70-1412,34,HS-grad,Divorced,Unmarried,Female,
327-11-3096,20,Some-college,Married-civ-spouse,Husband,Male,<=50K
312-62-9674,17,11th,Never-married,Own-child,Male,<=50K
569-53-5443,32,Bachelors,Married-civ-spouse,,Female,
525-16-9865,29,HS-grad,Divorced,Not-in-family,Male,<=50K
276-44-8037,33,10th,Never-married,Unmarried,,<=50K
458-05-6161,25,HS-grad,Married-civ-spouse,,,<=50K
633-09-5594,36,,Never-married,Not-in-family,Male,
558-65-9415,,,,,Male,<=50K
386-20-4385,63,HS-grad,Married-civ-spouse,Husband,,>50K
564-20-5113,47,Masters,Married-civ-spouse,Husband,,
248-18-1134,80,,Widowed,Not-in-family,,
398-66-8743,17,11th,Never-married,Own-child,Male,
273-27-1376,40,Bachelors,Married-spouse-absent,Not-in-family,,
994-99-2718,30,Assoc-acdm,,Wife,,>50K
238-51-6545,27,Some-college,,Own-child,,
351-34-1871,33,,Married-civ-spouse,Husband,,
976-76-7296,34,,Never-married,Not-in-family,Male,<=50K
399-55-7131,34,,Never-married,,Female,<=50K
604-02-1065,23,Some-college,Married-civ-spouse,Husband,,
849-16-2418,42,Some-college,Married-civ-spouse,Wife,,<=50K
632-39-5652,29,Bachelors,Never-married,Not-in-family,Male,
644-02-5463,45,HS-grad,Divorced,Not-in-family,Female,
710-14-3096,24,HS-grad,Never-married,,,
326-65-5442,44,Some-college,Married-civ-spouse,Husband,Male,
172-26-4308,27,,Never-married,Other-relative,Male,
176-73-3171,20,,Never-married,,,<=50K
453-91-0348,44,,Widowed,Unmarried,Female,
929-65-5791,51,HS-grad,Married-civ-spouse,,Male,
227-45-2072,20,,Married-civ-spouse,,,
765-43-8543,17,11th,Never-married,Own-child,Female,
569-21-2393,,HS-grad,Never-married,Own-child,,
994-61-5826,45,Some-college,Married-civ-spouse,Husband,Male,>50K
935-55-1459,60,HS-grad,Married-civ-spouse,Husband,,>50K
897-45-8442,42,,,Husband,Male,
747-56-3092,44,,Married-civ-spouse,Wife,,
308-99-5357,40,Assoc-voc,Married-civ-spouse,Husband,,>50K
380-09-3349,30,HS-grad,Married-civ-spouse,Wife,Female,<=50K
730-79-1396,,Some-college,Married-civ-spouse,Husband,,<=50K
681-98-3876,23,HS-grad,Married-civ-spouse,Husband,,
516-77-0557,32,Some-college,Married-civ-spouse,Husband,,<=50K
685-64-5113,44,Assoc-acdm,Never-married,,,
851-85-4505,54,,Married-civ-spouse,Husband,Male,<=50K
892-82-8054,32,Bachelors,,Husband,Male,
522-93-5434,50,1st-4th,Married-spouse-absent,,Male,<=50K
535-31-9030,24,Bachelors,Never-married,Not-in-family,Female,
630-24-1983,37,HS-grad,Married-civ-spouse,Wife,Female,
764-71-1680,,HS-grad,,,Male,<=50K
711-59-6823,38,,Married-civ-spouse,Husband,Male,
700-23-6220,49,,,,,>50K
879-44-8386,30,,Married-civ-spouse,Wife,Female,>50K
227-02-1338,60,Some-college,Never-married,Unmarried,,
716-38-8736,22,,,Own-child,,<=50K
992-21-9870,35,,Never-married,,Male,<=50K
889-73-2155,30,,,,Male,
192-83-1845,67,,Divorced,Not-in-family,,<=50K
144-64-3506,46,Bachelors,,Not-in-family,Female,
349-32-2806,17,,Never-married,,Male,<=50K
782-31-7922,22,Some-college,Never-married,Own-child,Male,<=50K
375-11-2990,27,10th,Never-married,Not-in-family,Male,
338-01-6045,23,,Never-married,Unmarried,Female,
834-30-2104,33,Assoc-acdm,Married-civ-spouse,Husband,,
827-22-1917,43,Some-college,Married-civ-spouse,Husband,Male,<=50K
393-66-1463,28,,Never-married,Not-in-family,Male,
183-51-7228,41,,Married-spouse-absent,Unmarried,,
690-38-3185,52,12th,Never-married,,,
419-88-2381,25,,,Own-child,Female,<=50K
701-23-2291,63,,,,Male,
453-64-1140,59,HS-grad,Married-civ-spouse,,,
355-83-7654,45,,Divorced,,Female,
798-01-2784,,,Married-civ-spouse,Husband,Male,
588-99-9225,40,,Never-married,Not-in-family,,
934-42-0783,46,,Divorced,Not-in-family,Male,
